名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
梅沢 将也,うめざわ まさや,umezawa_masaya@example.com,男,53,1965/7/15,未婚,B型,新潟県,094-277-4320,080-7192-3135,ドコモ,右ルー・ルー攻め派
江口 充則,えぐち みつのり,eguchi_mitsunori@example.com,男,32,1986/5/25,既婚,A型,北海道,082-143-9921,090-5338-3170,ドコモ,左ルー・せき止め派
泉 努,いずみ つとむ,izumi_tsutomu@example.com,男,48,1970/2/24,既婚,O型,山口県,098-771- 657,090-5517- 443,au,ぶっかけ・せき止め派
桑田 昴,くわた すばる,kuwata_subaru@example.com,男,79,1939/5/20,既婚,B型,神奈川県,059-557-1200,080-9007-8576,ドコモ,手前ルー・せき止め派
関 里奈,せき りな,seki_rina@example.com,女,41,1977/7/26,既婚,A型,茨城県,016-402-8768,090-  90-9461,au,右ルー・別口派
北条 勇一,ほうじょう ゆういち,houjou_yuuichi@example.com,男,77,1941/9/12,既婚,B型,福井県,039-251-5154,090-7610-6227,au,左ルー・混ぜ混ぜ派
渡辺 徹,わたなべ とおる,watanabe_tohru@example.com,男,27,1991/4/2,未婚,AB型,神奈川県,011-384- 860,090-3000-2147,ドコモ,左ルー・ルー攻め派
山瀬 友以乃,やませ ゆいの,yamase_yuino@example.com,女,70,1947/11/3,既婚,A型,山口県,083-658-3358,080-2760-7308,ドコモ,手前ルー・別口派
毛利 翔,もうり しょう,mouri_shou@example.com,男,56,1962/10/18,既婚,A型,京都府,026-824-5627,080-2101-7659,ドコモ,左ルー・せき止め派
内村 憲一,うちむら けんいち,uchimura_kenichi@example.com,男,51,1967/2/18,既婚,B型,北海道,018-638-6350,080-5114-8905,ソフトバンク,右ルー・混ぜ混ぜ派
中林 一,なかばやし はじめ,nakabayashi_hajime@example.com,男,24,1994/7/7,未婚,AB型,大阪府,093-399-8609,080-2714-4358,au,左ルー・ルー攻め派
池内 基祐,いけうち きすけ,ikeuchi_kisuke@example.com,男,31,1987/1/30,既婚,O型,茨城県,014- 96-2408,090-7797-8780,au,左ルー・せき止め派
金山 茂樹,かなやま しげき,kanayama_shigeki@example.com,男,46,1971/12/21,既婚,B型,千葉県,021-294-4337,080- 587-1644,au,右ルー・ルー攻め派
小木 茜,おぎ あかね,ogi_akane@example.com,女,77,1940/12/15,既婚,A型,茨城県,080-559-8184,090-5656-1688,au,ぶっかけ・ルー攻め派
吉崎 充則,よしざき みつのり,yoshizaki_mitsunori@example.com,男,79,1939/2/22,既婚,O型,兵庫県,0 5-710-4473,090-1018-6709,ドコモ,左ルー・ルー攻め派
江藤 陽介,えとう ようすけ,etou_yousuke@example.com,男,61,1957/7/7,既婚,A型,福島県,034-688-9377,080-5728-3175,au,ぶっかけ・混ぜ混ぜ派
原 啓介,はら けいすけ,hara_keisuke@example.com,男,26,1992/7/20,未婚,B型,神奈川県,0 1-179-5235,090-5804-9556,ドコモ,手前ルー・ルー攻め派
七瀬 ひかり,ななせ ひかり,nanase_hikari@example.com,女,60,1958/3/2,既婚,O型,青森県,097-388-4696,080-6810-6238,au,右ルー・ルー攻め派
横山 慎之介,よこやま しんのすけ,yokoyama_shinnosuke@example.com,男,49,1969/9/2,既婚,A型,神奈川県,019-908-3612,090-6400-2497,au,ぶっかけ・混ぜ混ぜ派
小野寺 新太,おのでら あらた,onodera_arata@example.com,男,20,1998/1/9,未婚,B型,山梨県,056-936-9860,090- 655-4101,ドコモ,左ルー・混ぜ混ぜ派
関谷 ヒロ,せきや ひろ,sekiya_hiro@example.com,男,34,1984/9/6,既婚,O型,愛知県,060-502- 221,090-3341-8997,ドコモ,左ルー・ルー攻め派
小椋 功補,おぐら こうすけ,ogura_kousuke@example.com,男,68,1950/2/13,既婚,A型,鹿児島県,047- 11-8250,080-4028-  68,au,ぶっかけ・別口派
栗原 紗季,くりはら さき,kurihara_saki@example.com,女,67,1951/6/14,既婚,B型,広島県,016- 87-3574,090-7169-9284,au,左ルー・せき止め派
真田 真悠子,さなだ まゆこ,sanada_mayuko@example.com,女,60,1958/10/23,既婚,A型,岐阜県,018-545-1244,090-3893-4642,ドコモ,奥ルー・別口派
徳田 知世,とくた ちせ,tokuta_chise@example.com,女,52,1965/11/25,未婚,A型,愛知県,098-906-7442,080-8857-5095,ドコモ,奥ルー・ルー攻め派
藤 光,ふじ ひかる,fuji_hikaru@example.com,男,31,1987/2/13,既婚,O型,愛知県,0 5-250-7247,080-2471-1390,au,別盛り・ルー攻め派
川越 メイサ,かわごえ めいさ,kawagoe_meisa@example.com,女,68,1950/3/31,既婚,O型,東京都,095-766-8647,080-6603-2090,ソフトバンク,右ルー・ルー攻め派
浅井 莉央,あさい りお,asai_rio@example.com,女,46,1972/1/6,未婚,A型,鹿児島県,083-  4-1848,090-7174-3022,ドコモ,ぶっかけ・混ぜ混ぜ派
沖 恵麻,おき えま,oki_ema@example.com,女,37,1981/8/27,既婚,O型,福岡県,018-357-9258,090-  56-5158,ドコモ,右ルー・せき止め派
合田 陽子,あいだ ようこ,aida_youko@example.com,女,34,1984/7/22,既婚,B型,埼玉県,0 3-380- 606,090-1643-1781,ドコモ,左ルー・別口派
横井 勇介,よこい ゆうすけ,yokoi_yuusuke@example.com,男,64,1954/5/15,既婚,O型,岡山県,070-851-3559,080-7216-1488,ソフトバンク,ぶっかけ・ルー攻め派
児玉 路子,こだま みちこ,kodama_michiko@example.com,女,32,1986/8/7,既婚,O型,東京都,070-540-5466,080-3046-8877,ドコモ,右ルー・混ぜ混ぜ派
小泉 晋也,こいずみ しんや,koizumi_shinya@example.com,男,53,1965/8/25,既婚,O型,三重県,077-967-9472,090-4919-6191,ドコモ,左ルー・せき止め派
立花 桃子,たちばな ももこ,tachibana_momoko@example.com,女,75,1942/11/22,既婚,A型,滋賀県,059-  1-6121,080-5318-9275,ソフトバンク,左ルー・せき止め派
西井 俊介,にしい しゅんすけ,nishii_shunsuke@example.com,男,63,1955/5/9,既婚,B型,兵庫県,042-688-8911,090-1827-4161,ドコモ,左ルー・ルー攻め派
小関 えみ,こぜき えみ,kozeki_emi@example.com,女,36,1981/12/13,既婚,O型,愛知県,075-823- 517,090-2108-5426,ドコモ,左ルー・混ぜ混ぜ派
菅原 璃子,すがわら りこ,sugawara_riko@example.com,女,79,1938/11/27,既婚,A型,大阪府,089- 45-5131,080-3548-1508,au,ぶっかけ・混ぜ混ぜ派
堀江 竜也,ほりえ たつや,horie_tatsuya@example.com,男,53,1965/8/1,既婚,A型,東京都,076-665-1310,080-9882-8553,ドコモ,奥ルー・混ぜ混ぜ派
妻夫木 朝香,つまぶき あさか,tsumabuki_asaka@example.com,女,35,1983/7/11,既婚,A型,熊本県,069-871-1717,090-7022-8666,ソフトバンク,別盛り・せき止め派
石田 美佐,いしだ みさ,ishida_misa@example.com,女,36,1982/4/14,既婚,B型,石川県,035-791-2897,080-3937-8581,ツーカー,ぶっかけ・せき止め派
黒沢 惇,くろさわ あつし,kurosawa_atsushi@example.com,男,27,1991/2/10,既婚,A型,埼玉県,010-300-2282,080-8578-2329,ソフトバンク,右ルー・せき止め派
関 陽子,せき ようこ,seki_youko@example.com,女,43,1974/12/2,既婚,AB型,大阪府,083-321-3302,090-9855-2746,ドコモ,右ルー・混ぜ混ぜ派
波多野 良介,はたの りょうすけ,hatano_ryousuke@example.com,男,54,1964/10/13,既婚,O型,千葉県,0  -152-8326,080-2044-7688,ドコモ,奥ルー・せき止め派
渡辺 竜也,わたなべ たつや,watanabe_tatsuya@example.com,男,20,1998/10/28,既婚,A型,岩手県,031-774-4725,090-5968-1382,au,左ルー・混ぜ混ぜ派
村井 大,むらい まさる,murai_masaru@example.com,男,55,1963/6/29,既婚,AB型,東京都,0 7-616-7879,080-4626-9757,ドコモ,左ルー・ルー攻め派
島袋 和久,しまぶくろ かずひさ,shimabukuro_kazuhisa@example.com,男,77,1941/7/30,既婚,A型,愛知県,041-473-3780,090-5838-2194,ドコモ,右ルー・混ぜ混ぜ派
照井 隼士,てるい しゅんじ,terui_shunji@example.com,男,62,1955/12/2,既婚,A型,兵庫県,036- 48-8472,090-5535-7226,ドコモ,右ルー・せき止め派
森山 陽介,もりやま ようすけ,moriyama_yousuke@example.com,男,57,1960/12/24,既婚,O型,東京都,079- 58-4623,080- 243-7488,ドコモ,奥ルー・せき止め派
筒井 達士,つつい たつひと,tsutsui_tatsuhito@example.com,男,36,1982/8/9,既婚,B型,岡山県,058-121- 129,080-4855-1942,ドコモ,奥ルー・せき止め派
奥村 さやか,おくむら さやか,okumura_sayaka@example.com,女,77,1940/12/22,既婚,B型,新潟県,098-196-5217,080-3122-5476,ドコモ,右ルー・ルー攻め派
森谷 洋介,もりや ようすけ,moriya_yousuke@example.com,男,57,1961/8/30,既婚,O型,兵庫県,053-591-8829,080-3198-6627,ドコモ,ぶっかけ・別口派
早川 真悠子,はやかわ まゆこ,hayakawa_mayuko@example.com,女,71,1947/9/28,既婚,A型,香川県,089-923-5697,080-5979-4910,ドコモ,奥ルー・ナン派
小泉 たかお,こいずみ たかお,koizumi_takao@example.com,男,34,1984/4/24,既婚,O型,静岡県,063-764-2594,090-4952-3396,au,ぶっかけ・混ぜ混ぜ派
川添 ケンイチ,かわぞえ けんいち,kawazoe_kenichi@example.com,男,57,1960/12/15,既婚,A型,広島県,019-605-1167,080-7162-3010,au,左ルー・せき止め派
小松 俊二,こまつ しゅんじ,komatsu_shunji@example.com,男,53,1965/9/5,既婚,B型,広島県,059-688- 979,080- 195-3717,au,左ルー・ナン派
金沢 公顕,かねざわ きみあき,kanezawa_kimiaki@example.com,男,58,1960/4/23,既婚,B型,東京都,058-840-5025,080-9693-6280,ドコモ,手前ルー・ナン派
三枝 りえ,さんし りえ,sannshi_rie@example.com,女,21,1997/7/25,未婚,A型,香川県,088-724-8372,080-5125-6383,au,左ルー・別口派
山中 光洋,やまなか みつひろ,yamanaka_mitsuhiro@example.com,男,42,1976/4/30,未婚,A型,鹿児島県,042-941- 641,080-8711-1133,ドコモ,左ルー・ナン派
柏木 雅功,かしわぎ まさとし,kashiwagi_masatoshi@example.com,男,43,1975/8/22,既婚,AB型,和歌山県,059-301-1764,080-3960- 539,ドコモ,左ルー・せき止め派
羽田 美里,はだ みり,hada_miri@example.com,女,24,1994/6/18,既婚,O型,三重県,035-540-7759,080-8642-2883,au,右ルー・ルー攻め派
並木 えみ,なみき えみ,namiki_emi@example.com,女,65,1953/7/9,既婚,A型,鹿児島県,060-838-6914,080-5538-3570,au,左ルー・せき止め派
川上 功補,かわかみ こうすけ,kawakami_kousuke@example.com,男,33,1985/8/21,既婚,A型,香川県,081- 66- 507,080-7838-7325,ドコモ,右ルー・混ぜ混ぜ派
川島 洋介,かわしま ようすけ,kawashima_yousuke@example.com,男,58,1960/8/8,既婚,A型,岐阜県,080-774-6409,090-1349-5212,au,左ルー・混ぜ混ぜ派
曽我 光良,そが てるよし,soga_teruyoshi@example.com,男,41,1977/5/29,既婚,O型,神奈川県,091-305-2627,080-6242- 947,ドコモ,ぶっかけ・ルー攻め派
松田 聡,まつだ さとし,matsuda_satoshi@example.com,男,41,1977/6/29,既婚,A型,大阪府,038-606-9126,090-2485-2632,au,右ルー・せき止め派
乾 えみ,いぬい えみ,inui_emi@example.com,女,45,1973/9/16,既婚,O型,高知県,089-397- 143,090-3758-4278,ドコモ,ぶっかけ・別口派
八木 薫,やぎ かおる,yagi_kaoru@example.com,女,68,1950/8/19,既婚,A型,茨城県,070- 72-5224,090-1346-8552,ドコモ,左ルー・混ぜ混ぜ派
畑中 和之,はたなか かずゆき,hatanaka_kazuyuki@example.com,男,29,1989/7/12,未婚,A型,千葉県,051-656-6282,090-4748-2708,ドコモ,左ルー・せき止め派
高島 洋介,たかしま ようすけ,takashima_yousuke@example.com,男,20,1998/8/4,未婚,O型,埼玉県,048- 67-5059,090-2093-5547,ソフトバンク,右ルー・別口派
松岡 誠治,まつおか せいじ,matsuoka_seiji@example.com,男,21,1997/6/21,未婚,O型,山口県,038-298-5480,090- 435- 894,au,奥ルー・ルー攻め派
松居 千佳子,まつい ちかこ,matsui_chikako@example.com,女,45,1973/5/15,既婚,B型,北海道,076-308-  87,080-2729-3494,ドコモ,左ルー・混ぜ混ぜ派
山崎 晋也,やまざき しんや,yamazaki_shinya@example.com,男,34,1984/1/30,既婚,O型,埼玉県,016-191-6833,090-4687-4866,ソフトバンク,右ルー・ルー攻め派
山崎 かおり,やまざき かおり,yamazaki_kaori@example.com,女,54,1964/6/23,既婚,O型,福岡県,069- 21-1065,090-7030-1669,ドコモ,手前ルー・別口派
宮沢 優,みやざわ ゆう,miyazawa_yuu@example.com,女,59,1958/11/5,既婚,AB型,和歌山県,021-849-  99,080-5553-2773,ドコモ,ぶっかけ・別口派
岩田 里奈,いわた りな,iwata_rina@example.com,女,33,1985/4/7,既婚,O型,富山県,043-125-4865,080-9300-5729,au,ぶっかけ・ルー攻め派
小野 明,おの あきら,ono_akira@example.com,男,58,1960/6/14,既婚,O型,静岡県,091-206-2633,090-7643-9972,ドコモ,左ルー・せき止め派
石倉 瞬,いしくら しゅん,ishikura_shun@example.com,男,39,1979/10/1,既婚,A型,富山県,098-329-9904,080-4150-5405,au,奥ルー・せき止め派
宮部 昌代,みやべ まさよ,miyabe_masayo@example.com,女,30,1988/2/7,既婚,A型,北海道,0 4- 67-5802,090-9504-8896,ドコモ,ぶっかけ・ルー攻め派
河村 美希,かわむら みき,kawamura_miki@example.com,女,68,1950/10/14,既婚,B型,福岡県,063- 51-5617,080-2030-3725,au,左ルー・混ぜ混ぜ派
市川 六郎,いちかわ ろくろう,ichikawa_rokurou@example.com,男,52,1965/11/30,既婚,A型,神奈川県,049-850-9007,090-7982-4211,ドコモ,左ルー・ルー攻め派
川田 利夫,かわた としお,kawata_toshio@example.com,男,49,1969/1/14,既婚,O型,静岡県,028-701-2929,090-7932-8034,ドコモ,左ルー・混ぜ混ぜ派
稲垣 薫,いながき かおる,inagaki_kaoru@example.com,女,58,1960/7/7,既婚,A型,福岡県,027-807-4351,080-8622-7393,ドコモ,左ルー・せき止め派
宮野 杏,みやの あん,miyano_ann@example.com,女,52,1966/4/29,既婚,O型,神奈川県,045-995-8413,080-3380- 490,ドコモ,右ルー・別口派
菅原 蒼甫,すがわら そうすけ,sugawara_sousuke@example.com,男,21,1996/12/1,未婚,O型,埼玉県,0 1-386-1405,080-5761-8858,au,左ルー・せき止め派
西口 扶樹,にしぐち もとき,nishiguchi_motoki@example.com,男,43,1975/7/10,未婚,A型,兵庫県,018-906-9846,090-4613-2835,au,左ルー・ルー攻め派
綾瀬 きみまろ,あやせ きみまろ,ayase_kimimaro@example.com,男,70,1948/5/20,既婚,O型,山形県,078-319-2730,090-2642-3577,ドコモ,左ルー・混ぜ混ぜ派
森下 花,もりした はな,morishita_hana@example.com,女,35,1983/9/26,未婚,O型,島根県,083-266-  66,090-9201-1831,ドコモ,左ルー・せき止め派
岡野 禄郎,おかの ろくろう,okano_rokurou@example.com,男,74,1944/6/13,既婚,O型,愛知県,041-994-9443,080-1631-3713,au,左ルー・せき止め派
上田 昌代,うえだ まさよ,ueda_masayo@example.com,女,21,1997/6/5,未婚,O型,山梨県,060-338-  99,080-4724-2534,ソフトバンク,右ルー・せき止め派
邑野 貴美子,むらの きみこ,murano_kimiko@example.com,女,44,1973/12/24,既婚,B型,新潟県,049-134-2030,090-5188-1787,ドコモ,ぶっかけ・混ぜ混ぜ派
中島 友香,なかしま ともか,nakashima_tomoka@example.com,女,64,1954/1/24,既婚,A型,東京都,015-587-5851,080-5267-1692,au,手前ルー・混ぜ混ぜ派
深沢 夏希,ふかざわ なつき,fukazawa_natsuki@example.com,女,72,1946/6/26,既婚,O型,北海道,054-836-8501,090-1018-3807,au,奥ルー・混ぜ混ぜ派
市原 怜奈,いちはら れいな,ichihara_reina@example.com,女,21,1997/8/23,未婚,A型,岩手県,078-543-4078,090- 183-5010,au,左ルー・ルー攻め派
平 友香,たいら ともか,taira_tomoka@example.com,女,50,1967/12/6,既婚,B型,滋賀県,035-277-2033,080- 445-7688,ドコモ,別盛り・ナン派
越智 ジローラモ,おち じろーらも,ochi_girolamo@example.com,男,21,1997/3/26,未婚,B型,福島県,049-219-7363,080- 180-3644,ドコモ,ぶっかけ・せき止め派
岩瀬 悟志,いわせ さとし,iwase_satoshi@example.com,男,80,1938/8/1,既婚,B型,熊本県,037-538-7760,090-9040-6216,ソフトバンク,左ルー・混ぜ混ぜ派
吉永 草太,よしなが そうた,yoshinaga_souta@example.com,男,23,1995/5/17,未婚,O型,千葉県,090-568-9980,080-4808-4249,ソフトバンク,左ルー・ルー攻め派
田崎 和香,たざき わか,tazaki_waka@example.com,女,80,1938/4/22,既婚,B型,静岡県,050-923- 724,090-1766-4998,ソフトバンク,右ルー・せき止め派
中園 みゆき,なかぞの みゆき,nakazono_miyuki@example.com,女,69,1949/7/31,既婚,O型,北海道,064-803-8094,080-2985-4213,ドコモ,左ルー・せき止め派
小沼 仁,こぬま じん,konuma_jin@example.com,男,28,1989/11/16,未婚,A型,大阪府,094-157-9739,090-5525- 632,ソフトバンク,左ルー・混ぜ混ぜ派
石丸 浩介,いしまる こうすけ,ishimaru_kousuke@example.com,男,26,1992/6/29,未婚,A型,神奈川県,068-815-8279,090- 956-8363,au,別盛り・別口派
天野 聖陽,あまの まさあき,amano_masaaki@example.com,男,50,1968/6/6,既婚,A型,東京都,038-242-7821,090-4105-5354,au,ぶっかけ・せき止め派
児島 佳乃,こじま よしの,kojima_yoshino@example.com,女,67,1951/7/31,既婚,O型,北海道,0 1-556-7165,090- 505-3018,ドコモ,右ルー・別口派
赤坂 有起哉,あかさか ゆきや,akasaka_yukiya@example.com,男,55,1963/8/11,既婚,AB型,埼玉県,089-138-2993,090-6434-5012,ソフトバンク,左ルー・別口派
菅谷 あい,すがや あい,sugaya_ai@example.com,女,63,1955/5/9,既婚,A型,京都府,078-668-4891,080-7810-  86,ドコモ,左ルー・別口派
武藤 麻由子,むとう まゆこ,mutou_mayuko@example.com,女,32,1986/9/8,既婚,B型,鹿児島県,014-139- 256,090-2317-9333,ドコモ,別盛り・別口派
富田 美佐,とみた みさ,tomita_misa@example.com,女,65,1953/6/8,既婚,B型,群馬県,097-759-6869,090-6433-2439,ドコモ,手前ルー・混ぜ混ぜ派
広川 守,ひろかわ まもる,hirokawa_mamoru@example.com,男,73,1945/6/14,既婚,O型,東京都,061- 79-8565,090- 257-9112,ドコモ,左ルー・せき止め派
香椎 和之,かしい かずゆき,kashii_kazuyuki@example.com,男,74,1944/5/22,既婚,A型,奈良県,098-261-2732,080-9445-9821,ドコモ,右ルー・ルー攻め派
橋口 花,はしぐち はな,hashiguchi_hana@example.com,女,56,1962/9/6,既婚,AB型,東京都,0 2-852-3128,080-9694-2205,ソフトバンク,右ルー・せき止め派
横山 朝香,よこやま あさか,yokoyama_asaka@example.com,女,80,1937/11/3,既婚,O型,東京都,036-929-4625,080-6477-5595,au,奥ルー・別口派
宇佐美 みあ,うさみ みあ,usami_mia@example.com,女,32,1986/7/14,既婚,O型,岡山県,086-678-1223,090-6084-2517,ドコモ,左ルー・混ぜ混ぜ派
